"Name","FileName","StartFrame","EndFrame","FaceFreezeFrame","Speed","TransitionInMs","TransitionOutMs","AutoFadeMs","Looping","Priority"
"LuchadorCorazonWinloop","primo_corazon_win.glb",112,-1,,,,,,"TRUE",1
"LuchadorDragonIdle","primo_dragon_idle.glb",1,49,,,200,200,,"TRUE",
"LuchadorDragonIntro","primo_intro_pose.scw",,,,,,,,,
"LuchadorDragonLose","primo_dragon_lose.glb",1,168,,,,,,,5
"LuchadorDragonLoseloop","primo_dragon_lose.glb",169,210,,,,,,"TRUE",1
"LuchadorDragonPrimary","primo_dragon_attack.glb",,5,,,1,100,50,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"LuchadorDragonProfile","primo_portrait.scw",1,1,,,,,,"TRUE",5
"LuchadorDragonPushback","primo_dragon_idle.glb",,20,,,100,100,400,,5
"LuchadorDragonRecoil","primo_dragon_attack.glb",5,12,,,,,50,,"hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"LuchadorDragonRecoil2","primo_dragon_attack.glb",16,24,,,,,50,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"LuchadorDragonSecondary","primo_dragon_super.glb",,-1,,,100,100,,,5
"LuchadorDragonWalk","primo_dragon_walk.glb",1,27,,120,150,150,,"TRUE",1
"LuchadorDragonWin","primo_dragon_win.glb",1,182,,,,,,,5
"LuchadorDragonWinloop","primo_dragon_win.glb",182,-1,,,,,,"TRUE",1
"LuchadorReyIdle","primo_rey_idle.scw",1,49,,,200,200,,"TRUE",
"LuchadorReyLose","primo_rey_lose.scw",1,41,,,,,200,,5
"LuchadorReyLoseloop","primo_rey_lose.scw",42,-1,,,,,,"TRUE",1
"LuchadorReyPrimary","primo_rey_attack.scw",,5,,,1,100,50,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"LuchadorReyRecoil","primo_rey_attack.scw",5,12,,,,,50,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"LuchadorReyRecoil2","primo_rey_attack.scw",16,24,,,,,50,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"LuchadorReySecondary","primo_rey_super.scw",,-1,,,100,100,,,
"LuchadorReyWalk","primo_rey_walk.scw",1,-1,,,150,150,,"TRUE",1
"LuchadorReyWin","primo_elrey_win_120.glb",,635,,,,,,,5
"LuchadorReyWinloop","primo_rey_win.scw",154,198,,,,,,"TRUE",1
"LuchadorRudoWin","primo_elrudo_win.scw",,117,,,,,,,
"LuchadorRudoWinloop","primo_elrudo_win.scw",118,-1,,,,,,"TRUE",
"LuchadorTigerIdle","primo_tiger_idle.glb",1,49,,,200,200,,"TRUE",
"LuchadorTigerIntro","primo_intro_pose.scw",,,,,,,,,
"LuchadorTigerLose","primo_tiger_lose.glb",1,133,,,,,200,,5
"LuchadorTigerLoseloop","primo_tiger_lose.glb",134,164,,,,,,"TRUE",1
"LuchadorTigerPrimary","primo_tiger_attack.glb",,5,,,1,100,50,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"LuchadorTigerProfile","primo_portrait.scw",1,1,,,,,,"TRUE",5
"LuchadorTigerPushback","primo_tiger_idle.glb",,20,,,100,100,400,,5
"LuchadorTigerRecoil","primo_tiger_attack.glb",5,12,,,,,50,,"hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"LuchadorTigerRecoil2","primo_tiger_attack.glb",16,24,,,,,50,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"LuchadorTigerSecondary","primo_tiger_super.glb",,-1,,,100,100,,,5
"LuchadorTigerWalk","primo_tiger_walk.glb",1,27,,120,150,150,,"TRUE",1
"LuchadorTigerWin","primo_tiger_win.glb",1,98,,,,,,,5
"LuchadorTigerWinloop","primo_tiger_win.glb",99,129,,,,,,"TRUE",1
"MaisieDefaultIdle","maisie_idle.glb",,-1,,50,100,100,,"TRUE",
"MaisieDefaultIntro","shelly_intro_pose.scw",,,,,,,,,
"MaisieDefaultLose","maisie_lose.glb",1,-1,,,,,,,5
"MaisieDefaultLoseloop","maisie_lose.glb",140,-1,,,,,,"TRUE",1
"MaisieDefaultPrimary","maisie_attack.glb",1,-1,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MaisieDefaultProfile","maisie_portrait.glb",,-1,,,,,,"TRUE",
"MaisieDefaultPushback","maisie_idle.glb",1,1,,,100,100,100,,5
"MaisieDefaultRecoil","maisie_attack.glb",6,-1,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MaisieDefaultReload","maisie_idle.glb",1,1,,,,,100,,"hips_s#0+L_upperLeg_s#0+R_upperLeg_s#0+R_clavicle_s#4+R_shoulder_s#4+R_elbow_s#4+R_forearm_twist_s#4+R_wrist_s#4+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4"
"MaisieDefaultSecondary","maisie_super.glb",1,-1,,50,,100,,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MaisieDefaultWalk","maisie_walk.glb",1,-1,,,100,100,,"TRUE",1
"MaisieDefaultWin","maisie_win.glb",1,-1,,,,,,,5
"MaisieDefaultWinloop","maisie_win.glb",164,-1,,,,,,"TRUE",1
"MaisieSnakeIdle","maisie_snake_idle.glb",,-1,,50,100,100,,"TRUE",
"MaisieSnakeIntro","shelly_intro_pose.scw",,,,,,,,,
"MaisieSnakeLose","maisie_snake_lose.glb",1,187,,,,,,,5
"MaisieSnakeLoseloop","maisie_snake_lose.glb",160,-1,,,,,,"TRUE",1
"MaisieSnakePrimary","maisie_snake_attack.glb",1,-1,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MaisieSnakeProfile","maisie_portrait.glb",,-1,,,,,,"TRUE",
"MaisieSnakeRecoil","maisie_snake_attack.glb",6,-1,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MaisieSnakeSecondary","maisie_snake_super.glb",1,-1,,50,,100,,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MaisieSnakeWalk","maisie_snake_walk.glb",1,-1,,,100,100,,"TRUE",1
"MaisieSnakeWin","maisie_snake_win.glb",1,99,,,,,,,5
"MaisieSnakeWinloop","maisie_snake_win.glb",71,-1,,,,,,"TRUE",1
"MaisieWastelandIdle","maisie_wasteland_idle.glb",,-1,,50,100,100,,"TRUE",
"MaisieWastelandIntro","shelly_intro_pose.scw",,,,,,,,,
"MaisieWastelandLose","maisie_wasteland_lose.glb",1,-1,,,,,,,5
"MaisieWastelandLoseloop","maisie_wasteland_lose.glb",162,203,,,,,,"TRUE",1
"MaisieWastelandPrimary","maisie_wasteland_attack.glb",1,-1,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MaisieWastelandProfile","maisie_wasteland_portrait.glb",,-1,,,,,,"TRUE",
"MaisieWastelandRecoil","maisie_wasteland_attack.glb",6,-1,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MaisieWastelandSecondary","maisie_wasteland_super.glb",1,-1,,50,,100,,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MaisieWastelandWalk","maisie_wasteland_walk.glb",,21,,,100,100,,"TRUE",1
"MaisieWastelandWin","maisie_wasteland_win.glb",1,198,,,,,,,5
"MaisieWastelandWinloop","maisie_wasteland_win.glb",162,198,,,,,,"TRUE",1
"MaxIdle","max_idle.scw",1,30,,,50,50,,"TRUE",
"MaxLineIdle","max_cony_idle.scw",1,30,,,50,50,,"TRUE",
"MaxLineLose","max_cony_lose.scw",1,104,,,,,,,
"MaxLineLoseloop","max_cony_lose.scw",105,112,,,,,,"TRUE",
"MaxLinePortrait","max_cony_portrait.scw",,-1,,,,,,"TRUE",
"MaxLinePrimary","max_cony_attack.scw",,4,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MaxLinePushback","max_pushback.scw",,10,,,50,100,50,,
"MaxLineRecoil","max_cony_attack.scw",5,21,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MaxLineReload","max_cony_reload.scw",3,20,,,100,100,100,,"spine_lower_s#0+L_clavicle_s#2+R_clavicle_s#2"
"MaxLineSecondary","max_cony_super.scw",,,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MaxLineSecondaryRecoil","max_cony_super.scw",,-1,,,50,50,50,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MaxLineWalk","max_cony_walk.scw",1,20,,,50,50,,"TRUE",1
"MaxLineWin","max_cony_win.scw",,178,,,,,,,5
"MaxLineWinloop","max_cony_win.scw",179,218,,,,,,"TRUE",1
"MaxLose","max_lose.scw",1,70,,,,,,,
"MaxLoseloop","max_lose.scw",71,100,,,,,,"TRUE",
"MaxPortrait","max_portrait.scw",,-1,,,,,,"TRUE",
"MaxPrimary","max_attack.scw",,4,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MaxPushback","max_pushback.scw",,10,,,50,100,50,,
"MaxRecoil","max_attack.scw",5,21,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MaxReload","max_reload.scw",3,20,,,100,100,100,,"spine_lower_s#0+L_clavicle_s#2+R_clavicle_s#2"
"MaxSecondary","max_super.scw",,,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MaxSecondaryRecoil","max_super.scw",,-1,,,50,50,50,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MaxTracksuitIdle","max_tracksuit_idle.glb",1,30,,,50,50,,"TRUE",
"MaxTracksuitLose","max_tracksuit_lose.glb",1,70,,,,,,,
"MaxTracksuitLoseloop","max_tracksuit_lose.glb",71,100,,,,,,"TRUE",
"MaxTracksuitPortrait","max_portrait.scw",,-1,,,,,,"TRUE",
"MaxTracksuitPrimary","max_tracksuit_attack.glb",,4,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MaxTracksuitPushback","max_tracksuit_pushback.glb",,10,,,50,100,50,,
"MaxTracksuitRecoil","max_tracksuit_attack.glb",5,21,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MaxTracksuitReload","max_tracksuit_reload.scw",3,20,,,100,100,100,,"spine_lower_s#0+L_clavicle_s#2+R_clavicle_s#2"
"MaxTracksuitWalk","max_tracksuit_walk.glb",1,20,,,50,50,,"TRUE",1
"MaxTracksuitWin","max_tracksuit_win.glb",,152,,,,,,,5
"MaxTracksuitWinloop","max_tracksuit_win.glb",153,181,,,,,,"TRUE",1
"MaxWalk","max_walk.scw",1,20,,,50,50,,"TRUE",1
"MaxWin","max_win.scw",,152,,,,,,,5
"MaxWinloop","max_win.scw",153,181,,,,,,"TRUE",1
"MechaDudeBigMonsterTruckAttack","meg_monstertruck_mecha_attack_l.glb",,5,-1,,100,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigMonsterTruckDarrylDroidPushback","droid_darryl_pushback.scw",1,10,,,50,100,200,,5
"MechaDudeBigMonsterTruckDarrylDroidReload","droid_darryl_idle.scw",,10,,,800,800,800,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigMonsterTruckIdle","meg_monstertruck_mecha_idle.glb",,-1,-1,,200,200,,"TRUE",
"MechaDudeBigMonsterTruckRecoilL","meg_monstertruck_mecha_attack_l.glb",2,20,-1,,,100,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigMonsterTruckRecoilR","meg_monstertruck_mecha_attack_r.glb",2,20,-1,,,100,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigMonsterTruckSuper","meg_monstertruck_mecha_super.glb",,5,-1,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigMonsterTruckSuperRecoil","meg_monstertruck_mecha_super.glb",6,-1,-1,,,,200,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigMonsterTruckWalk","meg_monstertruck_mecha_walk.glb",,-1,-1,,200,200,,"TRUE",1
"MechaDudeBigMonsterTruckWin","meg_mech_win.glb",,-1,-1,,,,,,
"MechaDudeBigPirateAttack","meg_mech_attack_l.glb",,5,-1,,100,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigPirateDarrylDroidPushback","droid_darryl_pushback.scw",1,10,,,50,100,200,,5
"MechaDudeBigPirateDarrylDroidReload","droid_darryl_idle.scw",,10,,,800,800,800,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigPirateIdle","meg_mech_idle.glb",,-1,-1,,200,200,,"TRUE",
"MechaDudeBigPirateRecoilL","meg_mech_attack_l.glb",2,20,-1,,,100,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigPirateRecoilR","meg_mech_attack_r.glb",2,20,-1,,,100,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigPirateSuper","meg_mech_super.glb",,5,-1,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigPirateSuperRecoil","meg_mech_super.glb",6,-1,-1,,,,200,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigPirateWalk","meg_mech_walk.glb",,-1,-1,,200,200,,"TRUE",1
"MechaDudeBigPirateWin","meg_mech_win.glb",,-1,-1,,,,,,
"MechaDudeBigRhinoAttack","meg_beetle_mecha_attack_l.glb",,5,-1,,100,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigRhinoDarrylDroidPushback","droid_darryl_pushback.scw",1,10,,,50,100,200,,5
"MechaDudeBigRhinoDarrylDroidReload","droid_darryl_idle.scw",,10,,,800,800,800,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigRhinoIdle","meg_beetle_mecha_idle.glb",,-1,-1,,200,200,,"TRUE",
"MechaDudeBigRhinoRecoilL","meg_beetle_mecha_attack_l.glb",2,20,-1,,,100,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigRhinoRecoilR","meg_beetle_mecha_attack_r.glb",2,20,-1,,,100,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigRhinoSuper","meg_beetle_mecha_super.glb",,5,-1,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigRhinoSuperRecoil","meg_beetle_mecha_super.glb",6,-1,-1,,,,200,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeBigRhinoWalk","meg_beetle_mecha_walk.glb",,-1,-1,,200,200,,"TRUE",1
"MechaDudeBigRhinoWin","meg_mecha_beetle_win.glb",,-1,-1,,,,,,
"MechaDudeJaguarAttack","meg_attack.glb",,4,-1,,50,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeJaguarBeaPushback","bea_pushback.scw",,-1,,,25,100,200,,5
"MechaDudeJaguarIdle","meg_jaguar_idle.glb",,-1,-1,,100,100,,"TRUE",
"MechaDudeJaguarLose","meg_jaguar_lose.glb",,-1,-1,,,,,,5
"MechaDudeJaguarLoseloop","meg_jaguar_lose.glb",130,-1,-1,,,,,"TRUE",1
"MechaDudeJaguarPortrait","meg_portrait.glb",,-1,-1,,,,,,
"MechaDudeJaguarRecoil","meg_attack.glb",4,15,-1,,,,50,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeJaguarReload","meg_idle.glb",,,-1,,200,200,50,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeJaguarSuper","meg_super.glb",,38,-1,,,,,,
"MechaDudeJaguarSuperRecoil","meg_super.glb",30,-1,-1,,,,50,,
"MechaDudeJaguarWalk","meg_jaguar_walk.glb",,-1,-1,,100,100,,"TRUE",1
"MechaDudeJaguarWin","meg_jaguar_win.glb",,-1,-1,,,,,,5
"MechaDudeJaguarWinloop","meg_jaguar_win.glb",159,-1,-1,,,,,"TRUE",1
"MechaDudeMonsterTruckAttack","meg_attack.glb",,4,-1,,50,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeMonsterTruckBeaPushback","bea_pushback.scw",,-1,,,25,100,200,,5
"MechaDudeMonsterTruckIdle","meg_idle.glb",,-1,-1,,100,100,,"TRUE",
"MechaDudeMonsterTruckLose","meg_monstertruck_lose.glb",,169,-1,,,,,,5
"MechaDudeMonsterTruckLoseloop","meg_monstertruck_lose.glb",137,169,-1,,,,,"TRUE",1
"MechaDudeMonsterTruckPortrait","meg_portrait.glb",,-1,-1,,,,,,
"MechaDudeMonsterTruckRecoil","meg_attack.glb",4,15,-1,,,,50,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeMonsterTruckReload","meg_idle.glb",,,-1,,200,200,50,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeMonsterTruckSuper","meg_super.glb",,38,-1,,,,,,
"MechaDudeMonsterTruckSuperRecoil","meg_super.glb",30,-1,-1,,,,50,,
"MechaDudeMonsterTruckWalk","meg_walk.glb",,-1,-1,,100,100,,"TRUE",1
"MechaDudeMonsterTruckWin","meg_monstertruck_win.glb",,170,-1,,,,,,5
"MechaDudeMonsterTruckWinloop","meg_monstertruck_win.glb",138,170,-1,,,,,"TRUE",1
"MechaDudePirateAttack","meg_attack.glb",,4,-1,,50,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudePirateBeaPushback","bea_pushback.scw",,-1,,,25,100,200,,5
"MechaDudePirateIdle","meg_idle.glb",,-1,-1,,100,100,,"TRUE",
"MechaDudePirateLose","meg_pirate_lose.glb",,129,-1,,,,,,5
"MechaDudePirateLoseloop","meg_pirate_lose.glb",100,129,-1,,,,,"TRUE",1
"MechaDudePiratePortrait","meg_portrait.glb",,-1,-1,,,,,"TRUE",
"MechaDudePirateRecoil","meg_attack.glb",4,15,-1,,,,50,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudePirateReload","meg_idle.glb",,,-1,,200,200,50,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudePirateSuper","meg_super.glb",,38,-1,,,,,,
"MechaDudePirateSuperRecoil","meg_super.glb",30,-1,-1,,,,50,,
"MechaDudePirateWalk","meg_walk.glb",,-1,-1,,100,100,,"TRUE",1
"MechaDudePirateWin","meg_pirate_win.glb",,129,-1,,,,,,5
"MechaDudePirateWinloop","meg_pirate_win.glb",92,129,-1,,,,,"TRUE",1
"MechaDudeRhinoAttack","meg_beetle_attack.glb",,4,-1,,50,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeRhinoBeaPushback","bea_pushback.scw",,-1,,,25,100,200,,5
"MechaDudeRhinoIdle","meg_beetle_idle.glb",,-1,-1,,100,100,,"TRUE",
"MechaDudeRhinoLose","meg_beetle_lose.glb",,133,-1,,,,,,5
"MechaDudeRhinoLoseloop","meg_beetle_lose.glb",134,164,-1,,,,,"TRUE",1
"MechaDudeRhinoPortrait","meg_portrait.glb",,-1,-1,,,,,,
"MechaDudeRhinoRecoil","meg_beetle_attack.glb",4,15,-1,,,,50,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeRhinoReload","meg_beetle_idle.glb",,,-1,,200,200,50,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechaDudeRhinoSuper","meg_beetle_super.glb",,38,-1,,,,,,
"MechaDudeRhinoSuperRecoil","meg_beetle_super.glb",30,-1,-1,,,,50,,
"MechaDudeRhinoWalk","meg_beetle_walk.glb",,-1,-1,,100,100,,"TRUE",1
"MechaDudeRhinoWin","meg_beetle_win.glb",,158,-1,,,,,,5
"MechaDudeRhinoWinloop","meg_beetle_win.glb",101,133,-1,,,,,"TRUE",1
"MechanicKnightIdle","jessie_knight_idle.glb",,-1,,,100,100,,"TRUE",
"MechanicKnightLose","jessie_knight_lose.glb",1,217,,,,,,,
"MechanicKnightLoseloop","jessie_knight_lose.glb",160,217,,,,,,"TRUE",
"MechanicKnightPrimary","jessie_knight_attack.glb",,4,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechanicKnightProfile","jessie_portrait.glb",73,73,,,,,,,
"MechanicKnightPushback","jessie_pushback.glb",,10,,,100,100,100,,5
"MechanicKnightRecoil","jessie_knight_attack.glb",1,15,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechanicKnightReload","jessie_knight_idle.glb",,,,,200,200,200,,"chest_s#2"
"MechanicKnightUltiAttack","jessie_knight_idle.glb",,-1,,,200,200,10,,5
"MechanicKnightUltiRecoil","jessie_knight_idle.glb",,-1,,,200,200,100,,5
"MechanicKnightWalk","jessie_knight_walk.glb",,-1,,,100,100,,"TRUE",1
"MechanicKnightWin","jessie_knight_win.glb",1,148,,,,,,,
"MechanicKnightWinloop","jessie_knight_win.glb",100,148,,,,,,"TRUE",
"MechanicRedDragonIdle","jessie_red_dragon_idle.glb",,-1,,,100,100,,"TRUE",
"MechanicRedDragonLose","jessie_lose.glb",1,99,,,,,,,
"MechanicRedDragonLoseloop","jessie_lose.glb",62,99,,,,,,"TRUE",
"MechanicRedDragonPrimary","jessie_red_dragon_attack.glb",,4,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechanicRedDragonProfile","jessie_red_dragon_portrait.glb",1,1,,,,,,,
"MechanicRedDragonPushback","jessie_pushback.glb",,10,,,100,100,100,"TRUE",5
"MechanicRedDragonRecoil","jessie_red_dragon_attack.glb",1,15,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechanicRedDragonReload","jessie_red_dragon_idle.glb",,,,,200,200,200,,"chest_s#2"
"MechanicRedDragonUltiAttack","jessie_red_dragon_idle.glb",,-1,,,200,200,10,"TRUE",5
"MechanicRedDragonUltiRecoil","jessie_red_dragon_idle.glb",,-1,,,200,200,100,,5
"MechanicRedDragonWalk","jessie_walk.glb",,-1,,,100,100,,"TRUE",1
"MechanicRedDragonWin","jessie_red_dragon_win.glb",1,120,,,,,,,
"MechanicRedDragonWinloop","jessie_red_dragon_win.glb",90,119,,,100,100,50,"TRUE",
"MechanicSummerIdle","jessie_beach_idle_geo.glb",,-1,,,100,100,,"TRUE",
"MechanicSummerLose","jessie_beach_lose_geo.glb",1,99,,,,,,,
"MechanicSummerLoseloop","jessie_beach_lose_geo.glb",98,135,,,,,,"TRUE",
"MechanicSummerPrimary","jessie_beach_attack_geo.glb",,4,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechanicSummerProfile","jessie_beach_portrait.glb",,,,,,,,"TRUE",
"MechanicSummerPushback","jessie_beach_pushback_geo.glb",,10,,,100,100,100,"TRUE",5
"MechanicSummerRecoil","jessie_beach_attack_geo.glb",1,15,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechanicSummerReload","jessie_beach_idle_geo.glb",,,,,200,200,200,,"chest_s#2"
"MechanicSummerUltiAttack","jessie_beach_idle_geo.glb",,-1,,,200,200,10,"TRUE",5
"MechanicSummerUltiRecoil","jessie_beach_idle_geo.glb",,-1,,,200,200,100,,5
"MechanicSummerWalk","jessie_beach_walk_geo.glb",,-1,,,100,100,,"TRUE",1
"MechanicSummerWin","jessie_beach_win_geo.glb",1,150,,,,,,,
"MechanicSummerWinloop","jessie_beach_win_geo.glb",101,150,,,,,,"TRUE",
"MechanicThiefIdle","jessie_thief_idle.glb",,-1,,,100,100,,"TRUE",
"MechanicThiefLose","jessie_thief_lose.glb",1,187,,,,,,,
"MechanicThiefLoseloop","jessie_thief_lose.glb",155,187,,,,,,"TRUE",
"MechanicThiefPrimary","jessie_thief_attack.glb",,4,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechanicThiefProfile","jessie_thief_portrait.glb",,,,,,,,"TRUE",
"MechanicThiefPushback","jessie_thief_pushback.glb",,10,,,100,100,100,,5
"MechanicThiefRecoil","jessie_thief_attack.glb",2,15,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechanicThiefReload","jessie_thief_idle.glb",,,,,200,200,200,,"chest_s#2"
"MechanicThiefUltiAttack","jessie_thief_idle.glb",,-1,,,200,200,10,"TRUE",5
"MechanicThiefUltiRecoil","jessie_thief_idle.glb",,-1,,,200,200,100,,5
"MechanicThiefWalk","jessie_thief_walk.glb",,-1,,,100,100,,"TRUE",1
"MechanicThiefWin","jessie_thief_win.glb",1,153,,,,,,,
"MechanicThiefWinloop","jessie_thief_win.glb",121,153,,,,,,"TRUE",
"MechanicTurretThiefAttack","jessie_thief_turret_attack.glb",,11,-1,,,,20,,
"MechanicTurretThiefIdle","jessie_thief_turret_idle.glb",,-1,-1,,50,50,,"TRUE",
"MechanicTurretThiefSpawn","jessie_thief_turret_spawn.glb",,18,-1,,,,50,,
"MegAddonAttack","meg_driver_attack_l.glb",,5,-1,,100,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MegAddonIdle","meg_driver_idle.glb",,-1,-1,,200,200,,"TRUE",
"MegAddonMonstertruckWalk","meg_driver_monstertruck_walk.glb",,-1,-1,,200,200,,"TRUE",1
"MegAddonRecoilL","meg_driver_attack_l.glb",2,20,-1,,,100,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MegAddonRecoilR","meg_driver_attack_r.glb",2,20,-1,,,100,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MegAddonSuper","meg_driver_super.glb",,5,-1,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MegAddonSuperRecoil","meg_driver_super.glb",6,-1,-1,,,,200,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MegAddonWalk","meg_driver_walk.glb",,-1,-1,,200,200,,"TRUE",1
"MegAttack","meg_attack.glb",,4,-1,,50,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MegIdle","meg_idle.glb",,-1,-1,,100,100,,"TRUE",
"MegLose","meg_lose.glb",,169,-1,,,,,,5
"MegLoseloop","meg_lose.glb",,70,-1,,,,,"TRUE",1
"MegMechaAttack","meg_mech_attack_l.glb",,5,-1,,100,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MegMechaIdle","meg_mech_idle.glb",,-1,-1,,200,200,,"TRUE",
"MegMechaRecoilL","meg_mech_attack_l.glb",2,20,-1,,,100,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MegMechaRecoilR","meg_mech_attack_r.glb",2,20,-1,,,100,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MegMechaSuper","meg_mech_super.glb",,5,-1,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MegMechaSuperRecoil","meg_mech_super.glb",6,-1,-1,,,,200,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MegMechaWalk","meg_mech_walk.glb",,-1,-1,,200,200,,"TRUE",1
"MegMechaWin","meg_mech_win.glb",,-1,-1,,,,,,
"MegPortrait","meg_portrait.glb",,-1,-1,,,,,,
"MegRecoil","meg_attack.glb",4,15,-1,,,,50,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
